"Количество ДТП с пострадавшими";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"2010";"";"";"";"";"";"";"";"";"";"";"";"2011";"";"";"";"";"";"";"";"";"";"";"2012";"";"";"";"";"";"";"";"";"";"";"";"2013";"";"";"";""
"";"январь";"январь-февраль";"январь-март";"январь-апрель";"январь-май";"январь-июнь";"январь-июль";"январь-август";"январь-сентябрь";"январь-октябрь";"январь-ноябрь";"январь-декабрь";"январь";"январь-февраль";"январь-март";"январь-апрель";"январь-июнь";"январь-июль";"январь-август";"январь-сентябрь";"январь-октябрь";"январь-ноябрь";"январь-декабрь";"январь";"январь-февраль";"январь-март";"январь-апрель";"январь-май";"январь-июнь";"январь-июль";"январь-август";"январь-сентябрь";"январь-октябрь";"январь-ноябрь";"январь-декабрь";"январь-февраль";"январь-март";"январь-апрель";"январь-май";"январь-июнь"
"Республика Марий Эл";"59.0";"109.0";"144.0";"203.0";"310.0";"422.0";"546.0";"671.0";"782.0";"905.0";"1015.0";"1085.0";"54.0";"95.0";"141.0";"185.0";"328.0";"437.0";"559.0";"672.0";"808.0";"901.0";"987.0";"47.0";"102.0";"148.0";"213.0";"299.0";"410.0";"543.0";"692.0";"817.0";"925.0";"1031.0";"1113.0";"116.0";"161.0";"232.0";"358.0";"498.0"
"Республика Мордовия";"71.0";"111.0";"155.0";"216.0";"295.0";"376.0";"486.0";"602.0";"714.0";"808.0";"915.0";"1006.0";"56.0";"102.0";"156.0";"201.0";"371.0";"482.0";"599.0";"687.0";"785.0";"899.0";"994.0";"67.0";"121.0";"171.0";"226.0";"325.0";"441.0";"560.0";"689.0";"808.0";"905.0";"1005.0";"1104.0";"92.0";"142.0";"196.0";"296.0";"405.0"
"Республика Татарстан";"326.0";"624.0";"960.0";"1258.0";"1754.0";"2247.0";"2823.0";"3321.0";"3882.0";"4431.0";"4930.0";"5341.0";"285.0";"561.0";"869.0";"1177.0";"2121.0";"2770.0";"3433.0";"4038.0";"4656.0";"5124.0";"5566.0";"292.0";"579.0";"900.0";"1249.0";"1758.0";"2313.0";"2935.0";"3521.0";"4076.0";"4596.0";"5053.0";"5483.0";"550.0";"809.0";"1132.0";"1518.0";"2068.0"
"Удмуртская Республика";"91.0";"171.0";"248.0";"352.0";"505.0";"676.0";"864.0";"1018.0";"1198.0";"1378.0";"1551.0";"1669.0";"89.0";"178.0";"249.0";"344.0";"662.0";"831.0";"1031.0";"1188.0";"1360.0";"1482.0";"1618.0";"93.0";"173.0";"253.0";"344.0";"474.0";"628.0";"792.0";"978.0";"1130.0";"1274.0";"1411.0";"1524.0";"146.0";"234.0";"317.0";"452.0";"607.0"
"Чувашская Республика";"79.0";"168.0";"257.0";"348.0";"495.0";"636.0";"810.0";"978.0";"1165.0";"1349.0";"1554.0";"1738.0";"99.0";"186.0";"296.0";"386.0";"658.0";"848.0";"1050.0";"1249.0";"1450.0";"1625.0";"1799.0";"124.0";"240.0";"368.0";"486.0";"671.0";"848.0";"1049.0";"1283.0";"1491.0";"1705.0";"1893.0";"2061.0";"236.0";"340.0";"447.0";"620.0";"830.0"
"Кировская область";"134.0";"250.0";"341.0";"453.0";"663.0";"887.0";"1147.0";"1410.0";"1648.0";"1902.0";"2133.0";"2341.0";"165.0";"283.0";"425.0";"531.0";"883.0";"1119.0";"1357.0";"1593.0";"1831.0";"2024.0";"2246.0";"117.0";"232.0";"357.0";"479.0";"664.0";"853.0";"1093.0";"1319.0";"1561.0";"1752.0";"1926.0";"2093.0";"205.0";"298.0";"411.0";"550.0";"748.0"
"Нижегородская область";"339.0";"604.0";"920.0";"1262.0";"1749.0";"2251.0";"2889.0";"3450.0";"4008.0";"4543.0";"5078.0";"5547.0";"365.0";"614.0";"921.0";"1190.0";"2184.0";"2737.0";"3333.0";"3923.0";"4445.0";"4885.0";"5293.0";"330.0";"650.0";"931.0";"1274.0";"1749.0";"2272.0";"2853.0";"3386.0";"3976.0";"4467.0";"4846.0";"5215.0";"516.0";"796.0";"1182.0";"1785.0";"2416.0"
"Оренбургская область";"140.0";"275.0";"414.0";"611.0";"853.0";"1199.0";"1560.0";"1890.0";"2189.0";"2452.0";"2711.0";"2901.0";"116.0";"255.0";"393.0";"553.0";"1101.0";"1419.0";"1747.0";"2059.0";"2305.0";"2491.0";"2676.0";"100.0";"233.0";"367.0";"554.0";"754.0";"993.0";"1244.0";"1535.0";"1791.0";"2032.0";"2234.0";"2449.0";"247.0";"390.0";"563.0";"815.0";"1116.0"
"Пензенская область";"88.0";"169.0";"232.0";"338.0";"469.0";"628.0";"806.0";"980.0";"1125.0";"1281.0";"1462.0";"1647.0";"117.0";"196.0";"305.0";"379.0";"703.0";"913.0";"1107.0";"1292.0";"1486.0";"1667.0";"1828.0";"134.0";"255.0";"362.0";"524.0";"778.0";"1034.0";"1293.0";"1507.0";"1718.0";"1915.0";"2066.0";"2251.0";"239.0";"363.0";"489.0";"723.0";"965.0"
"Пермский край";"232.0";"440.0";"645.0";"885.0";"1180.0";"1516.0";"1888.0";"2309.0";"2666.0";"3137.0";"3524.0";"3876.0";"240.0";"434.0";"630.0";"837.0";"1506.0";"1888.0";"2304.0";"2659.0";"3091.0";"3429.0";"3810.0";"223.0";"425.0";"616.0";"852.0";"1159.0";"1489.0";"1890.0";"2269.0";"2629.0";"3021.0";"3419.0";"3898.0";"635.0";"931.0";"1276.0";"1703.0";"2230.0"
"Самарская область";"241.0";"496.0";"755.0";"1023.0";"1354.0";"1707.0";"2119.0";"2584.0";"3005.0";"3469.0";"3908.0";"4267.0";"207.0";"406.0";"637.0";"856.0";"1522.0";"1960.0";"2418.0";"2867.0";"3349.0";"3778.0";"4210.0";"270.0";"547.0";"816.0";"1119.0";"1480.0";"1893.0";"2332.0";"2846.0";"3359.0";"3834.0";"4227.0";"4600.0";"503.0";"805.0";"1098.0";"1440.0";"1869.0"
"Саратовская область";"118.0";"194.0";"306.0";"450.0";"679.0";"930.0";"1181.0";"1462.0";"1744.0";"2016.0";"2286.0";"2513.0";"125.0";"231.0";"355.0";"499.0";"943.0";"1209.0";"1495.0";"1742.0";"2014.0";"2310.0";"2525.0";"146.0";"255.0";"345.0";"508.0";"715.0";"927.0";"1263.0";"1564.0";"1783.0";"2092.0";"2355.0";"2605.0";"258.0";"389.0";"570.0";"806.0";"1121.0"
"Ульяновская область";"82.0";"137.0";"197.0";"235.0";"373.0";"476.0";"600.0";"722.0";"836.0";"961.0";"1105.0";"1320.0";"68.0";"122.0";"202.0";"287.0";"572.0";"762.0";"946.0";"1111.0";"1286.0";"1428.0";"1603.0";"127.0";"251.0";"405.0";"540.0";"728.0";"940.0";"1155.0";"1379.0";"1616.0";"1838.0";"2025.0";"2199.0";"231.0";"356.0";"473.0";"655.0";"860.0"
"Уральский фед.округ";"1120.0";"2066.0";"3124.0";"4360.0";"5946.0";"7583.0";"9502.0";"11416.0";"13191.0";"15106.0";"16945.0";"18533.0";"1090.0";"2056.0";"3031.0";"4095.0";"7224.0";"9039.0";"10867.0";"12786.0";"14802.0";"16352.0";"18056.0";"1127.0";"2218.0";"3365.0";"4581.0";"6061.0";"7767.0";"9529.0";"11627.0";"13508.0";"15391.0";"16888.0";"18357.0";"1950.0";"2910.0";"3912.0";"5244.0";"6881.0"
"Курганская область";"76.0";"137.0";"208.0";"302.0";"442.0";"568.0";"714.0";"885.0";"1021.0";"1147.0";"1276.0";"1399.0";"66.0";"134.0";"209.0";"282.0";"502.0";"651.0";"802.0";"961.0";"1123.0";"1232.0";"1378.0";"76.0";"152.0";"230.0";"342.0";"480.0";"605.0";"604.0";"907.0";"1045.0";"1203.0";"1312.0";"1410.0";"115.0";"192.0";"262.0";"372.0";"521.0"
"Свердловская область";"386.0";"704.0";"1059.0";"1474.0";"2005.0";"2570.0";"3248.0";"3852.0";"4380.0";"5009.0";"5653.0";"6154.0";"313.0";"603.0";"886.0";"1185.0";"2159.0";"2731.0";"3283.0";"3862.0";"4483.0";"4918.0";"5500.0";"328.0";"662.0";"997.0";"1383.0";"1815.0";"2335.0";"2924.0";"3489.0";"4005.0";"4561.0";"4979.0";"5387.0";"509.0";"786.0";"1070.0";"1438.0";"1862.0"
"Тюменская область (с а/о)";"348.0";"668.0";"1026.0";"1428.0";"1919.0";"2396.0";"2980.0";"3613.0";"4187.0";"4805.0";"5414.0";"5960.0";"425.0";"772.0";"1101.0";"1463.0";"2509.0";"3094.0";"3720.0";"4360.0";"5050.0";"5607.0";"6177.0";"424.0";"827.0";"1214.0";"1638.0";"2159.0";"2774.0";"3449.0";"4152.0";"4859.0";"5526.0";"6061.0";"6636.0";"794.0";"1120.0";"1446.0";"1898.0";"2470.0"
"Тюменская обл. (без а/о)";"148.0";"288.0";"437.0";"647.0";"915.0";"1183.0";"1487.0";"1825.0";"2104.0";"2376.0";"2658.0";"2870.0";"162.0";"286.0";"430.0";"612.0";"1175.0";"1481.0";"1816.0";"2166.0";"2490.0";"2725.0";"2966.0";"179.0";"339.0";"534.0";"781.0";"1080.0";"1430.0";"1794.0";"2212.0";"2597.0";"2936.0";"3206.0";"3431.0";"318.0";"471.0";"649.0";"897.0";"1236.0"
"Ханты-Мансийский АО - Югра";"152.0";"288.0";"463.0";"612.0";"798.0";"966.0";"1200.0";"1450.0";"1694.0";"1958.0";"2217.0";"2476.0";"217.0";"389.0";"514.0";"653.0";"1047.0";"1293.0";"1518.0";"1749.0";"2024.0";"2285.0";"2526.0";"186.0";"346.0";"489.0";"624.0";"805.0";"1018.0";"1274.0";"1497.0";"1739.0";"2003.0";"2203.0";"2462.0";"362.0";"502.0";"601.0";"755.0";"942.0"
"Ямало-Ненецкий АО";"48.0";"92.0";"126.0";"169.0";"206.0";"247.0";"293.0";"338.0";"389.0";"471.0";"539.0";"614.0";"46.0";"97.0";"157.0";"198.0";"287.0";"320.0";"386.0";"445.0";"536.0";"597.0";"685.0";"59.0";"142.0";"191.0";"233.0";"274.0";"326.0";"381.0";"443.0";"523.0";"587.0";"652.0";"743.0";"114.0";"147.0";"196.0";"246.0";"292.0"
"Челябинская область";"310.0";"557.0";"831.0";"1156.0";"1580.0";"2049.0";"2560.0";"3066.0";"3603.0";"4145.0";"4602.0";"5020.0";"286.0";"547.0";"835.0";"1165.0";"2054.0";"2563.0";"3062.0";"3603.0";"4146.0";"4595.0";"5001.0";"299.0";"577.0";"924.0";"1218.0";"1607.0";"2053.0";"2552.0";"3079.0";"3599.0";"4101.0";"4536.0";"4924.0";"532.0";"812.0";"1134.0";"1536.0";"2028.0"
"Сибирский фед.округ";"1511.0";"2828.0";"4269.0";"5890.0";"8106.0";"10673.0";"13495.0";"16378.0";"19100.0";"21881.0";"24272.0";"26448.0";"1427.0";"2787.0";"4304.0";"6153.0";"11087.0";"13924.0";"16851.0";"19584.0";"22499.0";"24709.0";"27074.0";"1452.0";"2840.0";"4550.0";"6651.0";"9108.0";"12023.0";"15069.0";"18085.0";"21038.0";"23671.0";"25799.0";"27905.0";"2914.0";"4381.0";"6136.0";"8353.0";"11298.0"
"Республика Алтай";"13.0";"25.0";"40.0";"53.0";"78.0";"100.0";"122.0";"154.0";"186.0";"217.0";"255.0";"280.0";"14.0";"30.0";"49.0";"70.0";"127.0";"180.0";"237.0";"289.0";"328.0";"358.0";"400.0";"20.0";"46.0";"76.0";"118.0";"161.0";"211.0";"263.0";"314.0";"358.0";"388.0";"412.0";"436.0";"38.0";"64.0";"97.0";"156.0";"209.0"
"Республика Бурятия";"93.0";"165.0";"265.0";"373.0";"534.0";"660.0";"832.0";"986.0";"1147.0";"1282.0";"1407.0";"1528.0";"67.0";"139.0";"251.0";"360.0";"625.0";"808.0";"984.0";"1124.0";"1326.0";"1443.0";"1578.0";"57.0";"147.0";"242.0";"390.0";"487.0";"597.0";"762.0";"935.0";"1090.0";"1224.0";"1327.0";"1463.0";"153.0";"283.0";"400.0";"545.0";"696.0"
"Республика Тыва";"14.0";"33.0";"55.0";"77.0";"109.0";"145.0";"167.0";"195.0";"224.0";"261.0";"301.0";"341.0";"18.0";"37.0";"54.0";"83.0";"141.0";"175.0";"215.0";"246.0";"282.0";"308.0";"331.0";"15.0";"36.0";"59.0";"86.0";"106.0";"141.0";"172.0";"223.0";"261.0";"300.0";"318.0";"337.0";"30.0";"52.0";"74.0";"110.0";"147.0"
"Республика Хакасия";"57.0";"106.0";"170.0";"236.0";"318.0";"437.0";"595.0";"720.0";"827.0";"956.0";"1058.0";"1146.0";"53.0";"94.0";"151.0";"255.0";"500.0";"649.0";"806.0";"928.0";"1053.0";"1150.0";"1257.0";"58.0";"103.0";"157.0";"237.0";"326.0";"461.0";"610.0";"744.0";"884.0";"954.0";"1101.0";"1170.0";"101.0";"162.0";"250.0";"334.0";"468.0"
"Алтайский край";"228.0";"377.0";"537.0";"727.0";"1012.0";"1335.0";"1715.0";"2118.0";"2496.0";"2894.0";"3215.0";"3495.0";"191.0";"356.0";"531.0";"749.0";"1315.0";"1667.0";"2018.0";"2387.0";"2777.0";"3095.0";"3430.0";"171.0";"330.0";"526.0";"843.0";"1193.0";"1613.0";"2042.0";"2456.0";"2888.0";"3264.0";"3513.0";"3778.0";"343.0";"522.0";"747.0";"1073.0";"1561.0"
"Красноярский край";"255.0";"480.0";"758.0";"1072.0";"1512.0";"2036.0";"2600.0";"3203.0";"3696.0";"4213.0";"4617.0";"4985.0";"274.0";"473.0";"745.0";"1105.0";"2111.0";"2634.0";"3162.0";"3648.0";"4179.0";"4557.0";"4948.0";"271.0";"545.0";"846.0";"1229.0";"1726.0";"2334.0";"2949.0";"3460.0";"3974.0";"4407.0";"4789.0";"5135.0";"528.0";"800.0";"1081.0";"1434.0";"1909.0"
"Иркутская область";"202.0";"397.0";"599.0";"827.0";"1125.0";"1449.0";"1821.0";"2151.0";"2534.0";"2869.0";"3142.0";"3435.0";"211.0";"437.0";"631.0";"870.0";"1567.0";"1958.0";"2329.0";"2691.0";"3018.0";"3297.0";"3602.0";"189.0";"356.0";"556.0";"797.0";"1077.0";"1441.0";"1768.0";"2150.0";"2506.0";"2831.0";"3098.0";"3420.0";"431.0";"567.0";"784.0";"1049.0";"1377.0"
"Кемеровская область";"185.0";"346.0";"505.0";"709.0";"957.0";"1287.0";"1645.0";"2024.0";"2369.0";"2717.0";"3075.0";"3406.0";"182.0";"349.0";"529.0";"751.0";"1306.0";"1674.0";"2078.0";"2427.0";"2814.0";"3144.0";"3497.0";"189.0";"355.0";"598.0";"866.0";"1227.0";"1604.0";"2006.0";"2430.0";"2837.0";"3271.0";"3582.0";"3913.0";"406.0";"616.0";"844.0";"1125.0";"1519.0"
"Новосибирская область";"158.0";"320.0";"460.0";"624.0";"848.0";"1101.0";"1389.0";"1697.0";"1984.0";"2299.0";"2557.0";"2781.0";"141.0";"304.0";"442.0";"613.0";"1090.0";"1396.0";"1709.0";"1998.0";"2318.0";"2535.0";"2770.0";"179.0";"312.0";"470.0";"643.0";"833.0";"1075.0";"1375.0";"1655.0";"1935.0";"2206.0";"2427.0";"2637.0";"308.0";"461.0";"682.0";"919.0";"1232.0"
"Омская область";"197.0";"368.0";"536.0";"708.0";"927.0";"1189.0";"1427.0";"1698.0";"1974.0";"2239.0";"2493.0";"2735.0";"172.0";"344.0";"531.0";"718.0";"1266.0";"1529.0";"1820.0";"2131.0";"2466.0";"2693.0";"2938.0";"184.0";"358.0";"601.0";"850.0";"1162.0";"1517.0";"1872.0";"2248.0";"2611.0";"2930.0";"3150.0";"3377.0";"338.0";"486.0";"675.0";"891.0";"1189.0"
"Томская область";"43.0";"77.0";"126.0";"166.0";"230.0";"309.0";"411.0";"511.0";"604.0";"735.0";"821.0";"887.0";"42.0";"97.0";"173.0";"236.0";"422.0";"499.0";"603.0";"689.0";"784.0";"856.0";"936.0";"49.0";"95.0";"155.0";"226.0";"305.0";"391.0";"493.0";"589.0";"698.0";"787.0";"875.0";"952.0";"107.0";"151.0";"189.0";"258.0";"353.0"
"Забайкальский край";"66.0";"134.0";"218.0";"318.0";"456.0";"625.0";"771.0";"921.0";"1059.0";"1199.0";"1331.0";"1429.0";"62.0";"127.0";"217.0";"343.0";"617.0";"755.0";"890.0";"1026.0";"1154.0";"1273.0";"1387.0";"70.0";"157.0";"264.0";"366.0";"505.0";"638.0";"757.0";"881.0";"996.0";"1109.0";"1207.0";"1287.0";"131.0";"217.0";"313.0";"459.0";"638.0"
"Дальневосточный фед. округ";"501.0";"1021.0";"1571.0";"2159.0";"3066.0";"4095.0";"5151.0";"6276.0";"7332.0";"8385.0";"9193.0";"9822.0";"398.0";"871.0";"1422.0";"2033.0";"3789.0";"4971.0";"6156.0";"7298.0";"8365.0";"9214.0";"10049.0";"598.0";"1210.0";"1862.0";"2599.0";"3572.0";"4666.0";"5893.0";"7118.0";"8271.0";"9295.0";"10216.0";"11028.0";"1115.0";"1718.0";"2433.0";"3388.0";"4533.0"
"Республика Саха (Якутия)";"65.0";"126.0";"167.0";"220.0";"305.0";"383.0";"460.0";"570.0";"674.0";"765.0";"832.0";"903.0";"33.0";"71.0";"129.0";"198.0";"369.0";"479.0";"572.0";"680.0";"765.0";"836.0";"919.0";"54.0";"109.0";"174.0";"231.0";"304.0";"389.0";"495.0";"607.0";"712.0";"792.0";"849.0";"932.0";"111.0";"174.0";"231.0";"318.0";"432.0"
"Приморский край";"165.0";"365.0";"572.0";"823.0";"1180.0";"1582.0";"1993.0";"2419.0";"2821.0";"3235.0";"3534.0";"3725.0";"135.0";"316.0";"517.0";"745.0";"1387.0";"1835.0";"2324.0";"2762.0";"3164.0";"3498.0";"3783.0";"243.0";"496.0";"768.0";"1080.0";"1466.0";"1914.0";"2379.0";"2878.0";"3358.0";"3746.0";"4096.0";"4370.0";"390.0";"625.0";"932.0";"1295.0";"1689.0"
"Хабаровский край";"106.0";"198.0";"303.0";"411.0";"587.0";"795.0";"1008.0";"1231.0";"1463.0";"1667.0";"1835.0";"1958.0";"74.0";"166.0";"275.0";"384.0";"722.0";"941.0";"1160.0";"1376.0";"1596.0";"1751.0";"1900.0";"111.0";"236.0";"354.0";"512.0";"708.0";"945.0";"1182.0";"1431.0";"1665.0";"1888.0";"2042.0";"2203.0";"263.0";"400.0";"544.0";"728.0";"966.0"
"Камчатский край";"33.0";"68.0";"95.0";"123.0";"163.0";"223.0";"282.0";"347.0";"400.0";"453.0";"497.0";"554.0";"32.0";"63.0";"97.0";"133.0";"220.0";"284.0";"357.0";"426.0";"519.0";"577.0";"629.0";"45.0";"80.0";"113.0";"138.0";"181.0";"240.0";"312.0";"382.0";"448.0";"515.0";"595.0";"655.0";"64.0";"93.0";"121.0";"160.0";"216.0"
"Амурская область";"48.0";"101.0";"164.0";"238.0";"369.0";"528.0";"655.0";"792.0";"892.0";"986.0";"1089.0";"1168.0";"48.0";"109.0";"178.0";"260.0";"527.0";"684.0";"827.0";"953.0";"1075.0";"1166.0";"1237.0";"44.0";"104.0";"191.0";"301.0";"441.0";"577.0";"740.0";"880.0";"1010.0";"1124.0";"1249.0";"1367.0";"145.0";"207.0";"301.0";"458.0";"634.0"
"Магаданская область";"23.0";"45.0";"68.0";"88.0";"110.0";"139.0";"185.0";"227.0";"264.0";"310.0";"320.0";"329.0";"21.0";"41.0";"66.0";"80.0";"125.0";"159.0";"200.0";"243.0";"272.0";"306.0";"339.0";"29.0";"52.0";"64.0";"80.0";"111.0";"138.0";"178.0";"204.0";"240.0";"270.0";"296.0";"314.0";"38.0";"52.0";"72.0";"97.0";"128.0"
"Сахалинская область";"50.0";"96.0";"148.0";"198.0";"266.0";"328.0";"409.0";"484.0";"578.0";"689.0";"769.0";"869.0";"39.0";"78.0";"119.0";"163.0";"292.0";"376.0";"463.0";"550.0";"621.0";"704.0";"787.0";"40.0";"83.0";"125.0";"155.0";"206.0";"265.0";"349.0";"437.0";"506.0";"586.0";"690.0";"760.0";"67.0";"110.0";"152.0";"200.0";"286.0"
"Еврейская АО";"11.0";"22.0";"52.0";"56.0";"83.0";"111.0";"151.0";"193.0";"224.0";"264.0";"299.0";"296.0";"16.0";"24.0";"38.0";"65.0";"134.0";"193.0";"231.0";"285.0";"328.0";"350.0";"425.0";"32.0";"48.0";"69.0";"98.0";"148.0";"187.0";"244.0";"282.0";"313.0";"354.0";"377.0";"403.0";"31.0";"50.0";"73.0";"119.0";"166.0"
"Чукотский АО";"0.0";"0.0";"2.0";"2.0";"3.0";"6.0";"8.0";"13.0";"16.0";"16.0";"18.0";"20.0";"0.0";"3.0";"3.0";"5.0";"13.0";"20.0";"22.0";"23.0";"25.0";"26.0";"30.0";"0.0";"2.0";"4.0";"4.0";"7.0";"11.0";"14.0";"17.0";"19.0";"20.0";"22.0";"24.0";"6.0";"7.0";"7.0";"13.0";"16.0"
